,Unit,Turn,B4,B2
6,"I'll be doing that later in this assignment, I believe. However, would you be willing to donate a portion of your task payment to a worthy charity?",3,0,20180903-155854_148_live
7,"Yes of course, I's.m always willing to share with other",3,1,20180903-155854_148_live
8,Great! The charity is for Save the Children.,4,0,20180903-155854_148_live
9,What do they do?,4,1,20180903-155854_148_live
10,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",5,0,20180903-155854_148_live
11,That sounds like a great charity that I'd be happy to support.,5,1,20180903-155854_148_live
12,That's great! Your donation will be directly deducted from your task payment. You can choose any amount from $0 to $2. Any amount would be helpful.,6,0,20180903-155854_148_live
13,How about $1?,6,1,20180903-155854_148_live
14,"Wow, excellent! Very nice of you to do. The research team will collect all donations and send it to Save the Children.",7,0,20180903-155854_148_live
15,What will the donation help accomplish?,7,1,20180903-155854_148_live
16,These small donations will help a lot of children and their families. For more info you can refer to the Save the Children's website if you'd like -   URL ,8,0,20180903-155854_148_live
17,Do they receive my donation right away?,8,1,20180903-155854_148_live
18,"I don't know for sure. Hopefully, the research team conducting the study direct the funds over to the charity quickly.",9,0,20180903-155854_148_live
19,Sounds good. I'm happy to confirm my $1 donation. Let's do it. It's a great cause.,9,1,20180903-155854_148_live
0,Hello.,0,0,20180903-143428_485_live
1,hello  how are you?,0,1,20180903-143428_485_live
2,I'm doing well. Do you donate to charities at all?,1,0,20180903-143428_485_live
3,yes  i do.   how about you?,1,1,20180903-143428_485_live
4,"Yes, I especially like Save the Children. ",2,0,20180903-143428_485_live
5,i like donating to St Jude.  i have a cousin that was treated in memphis at one of their hospitals,2,1,20180903-143428_485_live
6,"Yes, they are good too. Save the Children helps children all over the world. A huge amount of their donation money goes right back to the children in need. ",3,0,20180903-143428_485_live
7,I also like Make A Wish Foundation.  i have donated there a few times,3,1,20180903-143428_485_live
8,Would you be interested in donating to Save the Children. I just learned recently they helped children during the hurricanes in the United States.,4,0,20180903-143428_485_live
9,"i honestly prefer St Jude. If it wasnt for donations being made, my cousin might not be here today.  He goes back every year now to get a check up and will for life at no cost.  ",4,1,20180903-143428_485_live
10,I am so grateful that your cousin got the medical care they needed. Consider that Save the Children does good things also with a very low overhead. I could give you their website if you would like to learn more about their good works. ,5,0,20180903-143428_485_live
11,Childhood cancer is something that I believe is worth fighting for.  Families never receive a bill and are allowed to stay at The Ronald McDonald house while their child is being treated.  ,5,1,20180903-143428_485_live
12,I do feel for your family and that terrible disease of cancer. I recently lost my sister-in-law to breast cancer but I've never been through it with my children. It can break your heart,6,0,20180903-143428_485_live
13,St Jude runs on  donations made by people like you and I.  My sincerest apologies on losing your sister-in-law.  Cancer is an awful disease.  Research is being done every day at St Jude to find ways of fighting cancer.,6,1,20180903-143428_485_live
14,"Yes, St Jude is one I donate to also. Is there a chance you would make a donation to Save the Children today? It can be a small amount such as ten cents, up to $2. Your donation will be directly deducted from your task payment. ",7,0,20180903-143428_485_live
15,I would prefer to donate to St Jude at this time.  Would you be willing to do the same?,7,1,20180903-143428_485_live
16,"Okay. Thank you for sharing your personal information with me. Yes, I'll consider what you said about your charity of choice. ",8,0,20180903-143428_485_live
17,"So, can we both agree to donate a portion of our task payment to St Jude?",8,1,20180903-143428_485_live
18,I believe this task is for Save the Children only. ,9,0,20180903-143428_485_live
19,If that is the case then i will donate $0.20 of my task payment to that charity if you will do the same.,9,1,20180903-143428_485_live
20,"Yes, that is agreeable, but don't hang up yet. ",10,0,20180903-143428_485_live
21,Ok.  I'm glad we came to this decision.,10,1,20180903-143428_485_live
22,Me too. I promise you I'm donating per your request. Thank you for helping Save the Children. ,11,0,20180903-143428_485_live
0,"Good afternoon, how is everything going?",0,0,20180903-093512_147_live
1,Great! How are you?,0,1,20180903-093512_147_live
2,I am doing relatively well and fine. ,1,0,20180903-093512_147_live
3,What kind of person are you?,1,1,20180903-093512_147_live
4,"Well, I believe that overall I am good person with a great drive to do as much for people in general.  Many have said that I am a giving and kind person.",2,0,20180903-093512_147_live
5,What kind good things do you do for people?,2,1,20180903-093512_147_live
6,"Well, I basically help individuals who are closest to me by helping the elderly with very tasks locally.  I also have a tendency to help children around my neighbor by mentoring some.  I also help with my local congregation by a Godly person as well.",3,0,20180903-093512_147_live
7,You sound like a very nice and charitable individual. It is a pleasure to meet you!,3,1,20180903-093512_147_live
8,"Well, thank I appreciate your kindness.  I try to do right by people.  I believe in the golden rule do unto others as you have them do unto you.",4,0,20180903-093512_147_live
9,That is a very virtuous code to live by. I admire your morality.,4,1,20180903-093512_147_live
10,Thank you for your kindness.  I really appreciate your kind words.  It is nice to talk with you.  That brings me to one of the reasons why I am communicating with you today.,5,0,20180903-093512_147_live
11,I appreciate your kindness as well. What is your purpose? ,5,1,20180903-093512_147_live
12,"Well, I believe in our children.  That is reason why I am a part of a cause to help children earth wide.  We are asking for any kind of monetary donation that you may have to help with the cause.",6,0,20180903-093512_147_live
13,I believe that helping children is a noble cause. How would my donation help these children? ,6,1,20180903-093512_147_live
14,"Well, your donation would help on so many levels.  Your donation will help to the overall betterment, improved health, education, and safety of many of these children who come from a developing country.",7,0,20180903-093512_147_live
15,Why should I help these children? Are they not already being helped?,7,1,20180903-093512_147_live
16,"Well, let me say this.  The children in these countries would like to have additional money provided because still in our modern day, it is still not enough to help.  That is one of the reasons why we are asking for more help.  There are many stories of children who have died from hunger but additional donations would be able to help to quell some of these isolated instances.",8,0,20180903-093512_147_live
17,That is very compelling. How much of a donation are you asking for?,8,1,20180903-093512_147_live
18,"Well, any amount that you would like to offer would be greatly appreciated.  We like individuals to give from a joyful heart.  So whatever amount that you offer would be greatly appreciated and highly respected by our organization, the Save the Children fund.",9,0,20180903-093512_147_live
19,I have donated a lot this year to charity but I am able to spare $1 if it means helping children.,9,1,20180903-093512_147_live
0,"Hi, I hope you are doing well today. I have a question for you. How do you feel about helping children in need?",0,0,20180903-133419_244_live
1,It depends on how I will be helping them.,0,1,20180903-133419_244_live
2,Have you heard of the charitable organization called Save the Children? I can tell you more about them if you like. ,1,0,20180903-133419_244_live
3,"Sure, tell me about them.",1,1,20180903-133419_244_live
4,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countrie . Would you like to know what their donations go toward?",2,0,20180903-133419_244_live
5,Yes. I would like to know what the donations go to.,2,1,20180903-133419_244_live
6,"Donating to this cause would pay for their education, healthcare, disaster relief, hunger, and protection. The protection factor is important to me, it helps to prevent abuse, neglect, violence and exploitation of innocent children. ",3,0,20180903-133419_244_live
7,Oh that sounds excellent! Do you know what percentage of the donations actually goes to help the children?,3,1,20180903-133419_244_live
8,I believe 100 percent of the donations go to the children. I should do some more research on this because that is a very important question.,4,0,20180903-133419_244_live
9,I am sure not a 100% goes to the children they would probably keep some for fundraising and spreading the word like a lot of other charities do but the percentage is important. Some charities don't even send 50% of donations to the actual cause.,4,1,20180903-133419_244_live
10,"That is true, you bring up a valid point. Are you willing to donate any of your profit to this task for Save the Children?",5,0,20180903-133419_244_live
11,I am not sure. Have you donated to them before? ,5,1,20180903-133419_244_live
12,"I did yesterday through this venue, but not sure if my donation has been processed yet.",6,0,20180903-133419_244_live
13,Did you feel comfortable donating?,6,1,20180903-133419_244_live
14,"I felt comfortable donating a small amount, fifty cents, because I can't afford a lot, but I know even a small amount will make a big difference.",7,0,20180903-133419_244_live
15,"Okay, I will donate some of my profit.",7,1,20180903-133419_244_live
16,"Awesome, after we finish up our conversation it will give you an option of how much you are willing to donate.",8,0,20180903-133419_244_live
17,I will donate .20 cents not much but even a little helps.,8,1,20180903-133419_244_live
18,Every bit helps! Thank you and have a great day!,9,0,20180903-133419_244_live
19,Have a great day as well!,9,1,20180903-133419_244_live
0,Good morning!,0,0,20180903-065008_728_live
1,Good morning,0,1,20180903-065008_728_live
2,How are you doing today?,1,0,20180903-065008_728_live
3,Great thanks!  How are you?,1,1,20180903-065008_728_live
4,"I'm good, thanks!  Today I am informing people about a charity called Save the Children.  Have you heard of them?",2,0,20180903-065008_728_live
5,I don't think so.,2,1,20180903-065008_728_live
6,They are an international organization who help protect children's rights as well as providing relief and support in developing countries,3,0,20180903-065008_728_live
7,I see.  A worthy cause indeed.,3,1,20180903-065008_728_live
8,They definitely are!  They are also very transparent about where their donations go which is something I always like to see in a charity.,4,0,20180903-065008_728_live
9,"Yes, that's a very important attribute.",4,1,20180903-065008_728_live
10,"86% goes directly to program services, 9% to fundraising, and only 5% goes to management and general accounts",5,0,20180903-065008_728_live
11,Seems like a valid distribution.,5,1,20180903-065008_728_live
12,How often do you donate to charity?,6,0,20180903-065008_728_live
13,I do not.,6,1,20180903-065008_728_live
14,"Let me ask you this then; how much money do you typically spend on coffee, tea, and/or soft drinks in a week?",7,0,20180903-065008_728_live
15,I don't buy beverages when I'm out.  I do buy coffee to make at home and I do buy canned drinks for home/work use as well. I cannot afford to guy extraneous beverages.,7,1,20180903-065008_728_live
16,Would you be willing to forgo your canned drinks you purchase at the grocery store for a week and donate to help save a child's life?,8,0,20180903-065008_728_live
17,"No, I would not.  As it is, I've already cut back on cable, now I use over the air antenna, and just about all other expenses that I can think of.",8,1,20180903-065008_728_live
18,Wow.  You will continue drink your coffee at home while there are children starving around the world and not think twice about it?,9,0,20180903-065008_728_live
19,"Yes, with absolutely no guilt.  I realize that there are people suffering but as I say, right now, any way I can eliminate an expense would go to paying off my debt.  Then, I would gladly look into donating to a worthwhile charity like yours.",9,1,20180903-065008_728_live
20,"You could very easily donate ANY portion of the $2.00 you will potentially make doing this right now, and not lose anything.  Is THAT something you would do?",10,0,20180903-065008_728_live
21,"Yes, I will donate $1.00.",10,1,20180903-065008_728_live
22,Awesome.  Thank you so much!  That $1.00 will go further than you think in helping children.,11,0,20180903-065008_728_live
0,"hello, what is your opinion about charities?",0,0,20180903-150559_933_live
1,There are good ones and bad ones,0,1,20180903-150559_933_live
2,tell me about the good ones?,1,0,20180903-150559_933_live
3,"homeless shelters, food pantries, environmental stuff.",1,1,20180903-150559_933_live
4,what about the bad one?,2,0,20180903-150559_933_live
5,"diseases, veterans, children",2,1,20180903-150559_933_live
6,do you ever donated to charities?,3,0,20180903-150559_933_live
7,whenever i can afford it; i'm pretty poor,3,1,20180903-150559_933_live
8,"i understand you, do you want me to thell you about the todays charity?",4,0,20180903-150559_933_live
9,if you would like to,4,1,20180903-150559_933_live
10,the todays charity is called : save the children. They help children around the world. do you want more info=?,5,0,20180903-150559_933_live
11,That sounds like one I would never donate to.,5,1,20180903-150559_933_live
12,why is that?,6,0,20180903-150559_933_live
13,Did you see my list of bad charities above?,6,1,20180903-150559_933_live
14,"yes i saw it, just wanted to know why?",7,0,20180903-150559_933_live
15,Saving children encourages overpopulation,7,1,20180903-150559_933_live
16,yes but children are the future. So you are not willing to donate today? i just have to ask,8,0,20180903-150559_933_live
17,Not a chance.  i hope you aren't going to donate and endanger the environment.,8,1,20180903-150559_933_live
18,thank you for your honesty. i dont know yet,9,0,20180903-150559_933_live
19,It would be irresponsible to do so,9,1,20180903-150559_933_live
0,Willyou consider finding part of your hot payment t_ charity?,0,0,20180903-165952_124_live
1,It depends on the charity and whether or not I think it's a good cause. ,0,1,20180903-165952_124_live
2,Totally fair.  I hoped you'd say that because people who care where the money goes will love helping children with Save The Children,1,0,20180903-165952_124_live
3,Do you know any more about the charity? What exactly do they do?,1,1,20180903-165952_124_live
4,"For starters,  they are an international organization (non-governmental) that promotes children's rights",2,0,20180903-165952_124_live
5,What kinds of things do they do to promote children's rights? Where does the money go when it is sent to that charity?,2,1,20180903-165952_124_live
6,"Here's the good part: the turk researchers collectthe money from the hits and sendit directly t_ the charity.  Ther problem is,  so many kids are in war zones,  food deserts,  and other tough areas.  Save The Children is there t_ defend them",3,0,20180903-165952_124_live
7,"I get that, and I think it's great, but I am just very careful who I donate to. So how do they defend them? ",3,1,20180903-165952_124_live
8,"One thing they do is build shelters sothey havea place to live.   That alone is a near miracle for so many of these kids.  Hey,  check this site out  URL ",4,0,20180903-165952_124_live
9,"Do you know if they provide a way for the next generation of these children to get out of poverty and the poverty mindset? Like instead of giving someone a fish for dinner, teach them how to fish sort of thing?",4,1,20180903-165952_124_live
10,"Gh ets the first step for a charity likethis.  When kids are fed and sheltered theyare healthy.  That lets them learn.  So,  Save The Children had literacy and learning programs they use with the kids",5,0,20180903-165952_124_live
11,That's great. It sounds similar to an organization I've been donating to for over a decade. Have you ever heard of Compassion International?,5,1,20180903-165952_124_live
12,Yes!  I considered a child through them for several years.  I used to send him Christmas presents and such aloooong with monthly donations.   The two charities are very similar,6,0,20180903-165952_124_live
13,That's wonderful. I actually sponsor three children through them now. Two years ago I was able to go and visit one of the girls I sponsor in Peru. It was the most surreal experience and made it so much more real seeing how my money had helped her life. I also got to see firsthand what the organization does with the children. ,6,1,20180903-165952_124_live
14,"That is awesome!  Experiences like that are great for the giver and the kids.   It's sad t_ see what they have to deal with even after help, many times.  You've seen this first hand so you probably wouldn't have any problem with giving STC 0.50 from the hit payment,  right?",7,0,20180903-165952_124_live
15,"Sure, I can give 0.50 to the save the children organization.",7,1,20180903-165952_124_live
16,"That's very niceof you!  I appreciate that.   It's a cliche but it's true,  0.50 doesn't mean much to us but it really does matter for these kids. ",8,0,20180903-165952_124_live
17,I agree with that. It goes a long way in another country. ,8,1,20180903-165952_124_live
18,"Yes!  I know you already sponsor,  but would you look at the STC website and consider donating to them in ther future?  It seems like everyone wantsto helpbut thre is a lot more need than funds",9,0,20180903-165952_124_live
19,"I will agree to look at it, sure. ",9,1,20180903-165952_124_live
20,"Thank you so much.  I hope that youget to see all of your donations meet needs no matter who theyare to.  Thank you for the donations you've made ti sponsor ids already.  No matter whothe donationsgo through, the kids really benefit!",10,0,20180903-165952_124_live
0,Hello. have you ever heard about Save the Children charity?,0,0,20180903-103006_867_live
1,It sounds familiar.,0,1,20180903-103006_867_live
2,Save the Children is a global charity helps children in 120 countries.,1,0,20180903-103006_867_live
3,What kinds of support do they provide?,1,1,20180903-103006_867_live
4,"Well last year alone they helped approx 155 million children globally  and helped to provide healthy start in life, the opportunity to learn and protection from harm.",2,0,20180903-103006_867_live
5,That sounds great.,2,1,20180903-103006_867_live
6,You can purchase a gift to send though the gift catalog ranging from medical kits to livestock or you can choose to sponsor a child. Is that something you would be interested in?,3,0,20180903-103006_867_live
7,Maybe. How much do the gifts cost? Would more than one person sponsor one child?,3,1,20180903-103006_867_live
8,"Well there are a variety of gifts you can choose from a soccer ball at $15 to animals for an entire village for $5000. There are a ton of gifts to choose from including small livestock, bicycles, blankets, medical care, clean water kits. How much of an impact would you like to make on a child?",4,0,20180903-103006_867_live
9,"I can't really afford to donate much, and I would like to research the charity before I make a choice.",4,1,20180903-103006_867_live
10,Of course.  Save the Children is an amazing charity. It helps children domestically as well as internationally each year. ,5,0,20180903-103006_867_live
11,"Charity Navigator seems to agree, for the most part. Can I make a straight donation and have it go wherever it's needed?",5,1,20180903-103006_867_live
12,Well you can choose to donate right now from $0 to $2. Your donation will be deducted from your task payment. How much would you like to donate?,6,0,20180903-103006_867_live
13,All of it. $2,6,1,20180903-103006_867_live
14,That is so amazing of you. Rest assured that the research team will collect all donations and send it to Save the Children.  ,7,0,20180903-103006_867_live
15,"I'm glad I could help, even if it's not much.",7,1,20180903-103006_867_live
16,Every little bit helps a child in need.,8,0,20180903-103006_867_live
17,That's true. Have a good day.,8,1,20180903-103006_867_live
18,Thank you again. Have a great day as well.,9,0,20180903-103006_867_live
19,I don't know how to end the chat.,9,1,20180903-103006_867_live
0,"Hello, How Are You",0,0,20180903-140519_57_live
1,good how are you,0,1,20180903-140519_57_live
2,"Pretty good, its a nice day today. ",1,0,20180903-140519_57_live
3,"Right on, where are you located?",1,1,20180903-140519_57_live
4,"Im In Georgia,and you?",2,0,20180903-140519_57_live
5,I am in Tennessee,2,1,20180903-140519_57_live
6,"oh, ok...So I was wondering if you, Do You Donate to Any Charities?",3,0,20180903-140519_57_live
7,"Not actively, no",3,1,20180903-140519_57_live
8,"ok,Thats ok, how would you like to Start Today, by Donating to Save The Childrens  Fund?",4,0,20180903-140519_57_live
9,I think i'd rather keep my payment for this task,4,1,20180903-140519_57_live
10,"Oh, i understand completely.......I tend To donate, a few dollars here and there, The children can really use it.",5,0,20180903-140519_57_live
11,"I understand, i could use it as well though and, not havig children myself, i don't feel particularly resposible for them.. No one's helping me out either",5,1,20180903-140519_57_live
12,"yeah, i here you, i have one of my own, and i would feel,completely hopeless, if i didnt get help, ever now and then. Whe i was young, i didnt really have a lot,but as an adult, i can understand,that, sometimes help is needed..I kind of feel responsible for all kids.",6,0,20180903-140519_57_live
13,"everyone needs a little help now and then, unforseen circumstances and such, life throws you a curve ball every now and again.. I'm not interested in donating though",6,1,20180903-140519_57_live
14,"Are You Sure a couple cents wont hurt, but i understand if you cant, you might need it more, than the children, but i would donate for you if i could,and i would say its from you, thats if i could, God You Will bless you anyway.",7,0,20180903-140519_57_live
15,"I feel like now, it's a matter of standing my ground. I've already stated that i'm not interested.. If i allow myself to be worn down and say yes to you then I have to say yes to all the others and that'll add up real quick.. Sorry, I do not want to donate at this time.",7,1,20180903-140519_57_live
16,"ok, sweetie, its ok..its ok",8,0,20180903-140519_57_live
17,"Sorry, maybe next time, how do we end this task?",8,1,20180903-140519_57_live
18,"i think, this is the last of the convo, lol. Be Blessed.",9,0,20180903-140519_57_live
19,"You too, have a good day",9,1,20180903-140519_57_live
0,How are you this holiday weekend?,0,0,20180903-141258_428_live
1,"I am doing alright. Just trying to get some work done, but I am procrastinating by doing this. How are you?",0,1,20180903-141258_428_live
2,"Very good.  We were looking to have a cookout, but it's raining, so I have a bit of time for some mturk work.",1,0,20180903-141258_428_live
3,"Oh. I am sorry about that. I hope it clears up soon. It's been raining here as well. So, is there anything specific we are supposed to be discussing here or just chatting about life? ",1,1,20180903-141258_428_live
4,"Yes, I have been asked to solicit a donation to the Save the Children charity.",2,0,20180903-141258_428_live
5,"Oh I see. I'm the donator and you're the solicitor. So, what is the Save the Children charity? ",2,1,20180903-141258_428_live
6,"It's been around almost forever.  Save the Children supports nutrition, sanitation and education initiatives in the US and third world countries.",3,0,20180903-141258_428_live
7,That sounds pretty good. I don't know why I've never heard of it. Doesn't sound like a charity someone could disagree with. Have they had any scandals or any thing? ,3,1,20180903-141258_428_live
8,None that I am aware of.  I'm surprised you've never heard of it.  They have run television commercials off and on for decades.,4,0,20180903-141258_428_live
9,"Only thing that comes to mind is UNICEF. It also has kind of a generic name, but I suppose if it's been around so long, then others copied those sorts of names from them. But that could be why it isn't strong in my memory. ",4,1,20180903-141258_428_live
10,"Less than 10% of the money raised goes for fund raising purposes, and only 5% for management.  Over 85% goes directly to recipients.  It is one of the most efficient charities around and is highly rated by the groups that do such things.",5,0,20180903-141258_428_live
11,"Awesome. Well then, I guess I would like to donate. How does that work? ",5,1,20180903-141258_428_live
12,"You can donate the money that you are receiving for this mturk task, up to $2.  It's for a good cause.",6,0,20180903-141258_428_live
13,"Ahhhh. I see. Ok that wasn\'t clear to me in my instructions. Alright. So, do I just say something specific like ""I would like to donate 2 dollars"" or do you have to ask me a specific question?",6,1,20180903-141258_428_live
14,"I suspect that end of the conversation, you will be asked to donate a specific amount.  But it can't hurt to state how much of it you would like to donate.  With me, there's something about holiday weekends that makes me feel more charitable.",7,0,20180903-141258_428_live
15,Ok. I am going to donate the entire $2 then. Are you provided with any sort of incentive to make me donate more? The donation will stay the same regardless. Or are you not allowed to say?,7,1,20180903-141258_428_live
16,What I know is that the research team will collect all the money all the donations and send the money directly to Save the Children.,8,0,20180903-141258_428_live
17,"I feel like that is a statement they told you to say if someone asks haha. That's fine. Like I said. I will keep the donation the same, I just was curious. I am I the only person you've had to ask? ",8,1,20180903-141258_428_live
18,"Yes, you are.  Sometimes it's hard to figure out what some of these mturk tasks are going after.",9,0,20180903-141258_428_live
19,"Yeah. I am wondering if they will still give me the $2 regardless, but I am not holding hope. It's okay regardless. If it's as good of an organization as it seems, then I don't mind. ",9,1,20180903-141258_428_live
20,The task indicates that we can complete the conversation now.  Thank you for the donation.  I hope the rain stops where you are and you can enjoy the rest of the day.,10,0,20180903-141258_428_live
21,Great. Same to you. Enjoy the rest of the day! ,10,1,20180903-141258_428_live
0,How are you doing today?,0,0,20180903-103052_41_live
1,"I'm well, thank you! How are you doing?",0,1,20180903-103052_41_live
2,"Good, do you have any holiday plans?",1,0,20180903-103052_41_live
3,Only to relax! My significant other has to work today. What about you?,1,1,20180903-103052_41_live
4,Going to a bbq later,2,0,20180903-103052_41_live
5,That sounds fun! Do you have a favorite BBQ food? I live for pasta salad.,2,1,20180903-103052_41_live
6,I like steak.  I really like everything :),3,0,20180903-103052_41_live
7,"I have a really great recipe for ribs on the grill. Man, now I'm getting hungry! ",3,1,20180903-103052_41_live
8,"speaking of my overindulgence, have you heard of a chrarity call Save the Children? They help children across the globe and locally too.",4,0,20180903-103052_41_live
9,I have heard of them. Notably from the various people canvassing the streets to get donations. Do you work for this organization?,4,1,20180903-103052_41_live
10,I am just trying to get donations for them.  It is such a good cause.,5,0,20180903-103052_41_live
11,What exactly does the charity do for the children?,5,1,20180903-103052_41_live
12,"Millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. This charity helps save them with food, education, and clothes",6,0,20180903-103052_41_live
13,"What kind of clothes do they provide? Is it brand new, or do they use donations?",6,1,20180903-103052_41_live
14,Not realy sure here is their website for more info:  URL ,7,0,20180903-103052_41_live
15,How long have you been helping them get donations?,7,1,20180903-103052_41_live
16,Only a week or two.  Would you like to make a small donation?,8,0,20180903-103052_41_live
17,I can help out with a small amount. ,8,1,20180903-103052_41_live
18,Anything helps.  How much can I put you down for?,9,0,20180903-103052_41_live
19,Is a dollar too small?,9,1,20180903-103052_41_live
20,That's great.  Have a great day.,10,0,20180903-103052_41_live
21,You too! Thanks!,10,1,20180903-103052_41_live
0,Do you believe we should protect our children?,0,0,20180903-092132_700_live
1,well that's a loaded question,0,1,20180903-092132_700_live
2,"Yes it is, aren't they important to the future of our society?",1,0,20180903-092132_700_live
3,"Yeah, but there\'s a difference between protecting and mindlessly going along with anything because ""think of the children"".",1,1,20180903-092132_700_live
4,"That's absolutely true, but I think donating to a respectable organization with a proven track record shows that you're not only mindlessly going along",2,0,20180903-092132_700_live
5,What organization did you have in mind?,2,1,20180903-092132_700_live
6,"Save the Children has a good reputation, and they provide support for children in terrible situations like war zones",3,0,20180903-092132_700_live
7,I've never heard of them before,3,1,20180903-092132_700_live
8,"You can look at  URL to learn more about them - they make sure kids have equal rights to health, education, and basic human safety",4,0,20180903-092132_700_live
9,I don't know. It's hard to tell what's a scam and what isn't these days and it's pretty easy to make a fake website. :/,4,1,20180903-092132_700_live
10,"That's true, but on the bottom of the page you can view links to all of the organizations they're accredited by",5,0,20180903-092132_700_live
11,"oh that's a good point, I didn't notice that. I don't think they would let just anyone use their names.",5,1,20180903-092132_700_live
12,Right and you can view the reports about this charity on their sites too; it's a good one. Would you be willing to donate part of your $2 task payment to help support the children who need it most?,6,0,20180903-092132_700_live
13,"No. I'm here to make money, not give it away. $0.",6,1,20180903-092132_700_live
14,"Not even $1? That's half of what you're earning, less than you'll pay for coffee tomorrow, and it will buy a meal for a poor child who otherwise may not eat all day.",7,0,20180903-092132_700_live
15,I actually don't drink coffee and I don't care about a poor child who I'll never meet.,7,1,20180903-092132_700_live
16,"You don't care that in Syria, in the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence?",8,0,20180903-092132_700_live
17,"Not really. I mean, I don't like it, but I don't care enough to incur any costs to myself to change it.",8,1,20180903-092132_700_live
18,"If we let that happen in other places of the world, it might end up here next. You won't donate even $.20 to help?",9,0,20180903-092132_700_live
19,whether or not I donate has no impact on the conditions in america. I stick by my original stance of $0.,9,1,20180903-092132_700_live
0,So I am going to need you to donate to Save The children charity. or else........ ,0,0,20180903-164852_724_live
1,Hello! How are you?,0,1,20180903-164852_724_live
2,I'm great! How are you?,1,0,20180903-164852_724_live
3,Doing fairly well. I just ate dinner and feel relaxed. ,1,1,20180903-164852_724_live
4,"That is good to hear! So,are you familiar with the Save The Children children charity?",2,0,20180903-164852_724_live
5,"Yes, I have heard of them. That is the one that scammed people out of money after the hurricane, right?",2,1,20180903-164852_724_live
6,"Wait wait wait,are you serious? I haven't heard about that.Was this recent?",3,0,20180903-164852_724_live
7,I think last year I belive. Wasn't there a major hurricane?,3,1,20180903-164852_724_live
8,That may have been the American Red Cross. I think I heard something about them not using all of the funds given to them to help the people that were hurt during.,4,0,20180903-164852_724_live
9,"Ok, because I remember Bon Jovi trying to put together a concert to gather money. I thought he was representing saves the children.",4,1,20180903-164852_724_live
10,"Oh,I love Bon Jovi. Knowing how great he is I'm pretty sure he helps a ton of charity's. ",5,0,20180903-164852_724_live
11,"I know, but he has been ""living on a prayer"" for a long while now",5,1,20180903-164852_724_live
12,"Haha,I see what you did there. So would you be able to make any sort of donation to the Save the children charity? Of course it will be deducted from your task payment and it can be anywhere from 0.01 to $2.",6,0,20180903-164852_724_live
13,So I will loose some of my bonus money?,6,1,20180903-164852_724_live
14,"It will be deducted from your bonus,but you hold the power of how much will be taken. Like me I would enjoy my max amount so to show good faith to the researchers completing this task I would just throw 0.01-0.10. ",7,0,20180903-164852_724_live
15,Ok so I will choose to donate .10,7,1,20180903-164852_724_live
16,That is great to hear! I know for a fact that the researchers conducting this survey and the Save The Children foundation will be excited to know you gave back. I thank you.,8,0,20180903-164852_724_live
17,You are welcome. Glad I could help.,8,1,20180903-164852_724_live
18,If you are curious about what your donation is being used for please feel free to visit the Save The Children website below.  URL ,9,0,20180903-164852_724_live
19,"Ok, I will be sure to make some hot tea ans peruse the site",9,1,20180903-164852_724_live
0,Hello I am talking to you to see if you would like to make a donation to Save the Children today,0,0,20180903-104032_620_live
1,"okay, who exactly does this charity benefit?",0,1,20180903-104032_620_live
2,"In the U.S. and around the world, Save the Children does whatever it takes, every dayy star and in times of crisis. To give children a healthy life, the opportunity to learn and protection from harm.",1,0,20180903-104032_620_live
3,"I prefer to help charities that help local people, not from different parts of the world",1,1,20180903-104032_620_live
4,"No worries, Save the Children has been on the ground providing support to the most isolated and underserved children in rural America since 1932",2,0,20180903-104032_620_live
5,"Is it a one time donation, or can I sponsor a specific child?",2,1,20180903-104032_620_live
6,"You can do both! There is also a monthly option as well. And if you decide to sponsor a child, you can specifically choose one from the US",3,0,20180903-104032_620_live
7,Does the charity just supply food? or other things they also provide,3,1,20180903-104032_620_live
8,"No there is also help with education needs, and emergency relief",4,0,20180903-104032_620_live
9,I worry about how much money actually makes it to the children. because of overhead costs and waste. I prefer to donate my time. Is there a way to physically help?,4,1,20180903-104032_620_live
10,"Yes there are many other ways to help out, volunteering is an option. There are also fundraising options. And community events like  road races ",5,0,20180903-104032_620_live
11,it's getting tedious waiting for responses. Yes would be interested in volunteering. Is there a website for Save the Children?,5,1,20180903-104032_620_live
12,here is their website  URL ,6,0,20180903-104032_620_live
13,"great, I may still be interested in donating. I just like to research more about the charity. Are there many people volunteering right now?",6,1,20180903-104032_620_live
14,"yes, they have been able to help over 237,000 kids in the US alone this past year",7,0,20180903-104032_620_live
15,is it just for little children or does it help teenagers also?,7,1,20180903-104032_620_live
16,Teenagers are also a big part of the program. There is a speical Empowered Teens program that helps them build skills for the future,8,0,20180903-104032_620_live
17,"ok, thanks for the help. Like I said, I would prefer to volunteer my time instead of monetarily. Until I become more comfortable knowing more about the company",8,1,20180903-104032_620_live
18,ok no problem. I will say that any amount you donate today from this task. I will be will personally match on my behalf. from 0-$2,9,0,20180903-104032_620_live
19,"ok, thanks for the help. I will be in touch with the charity soon",9,1,20180903-104032_620_live
20,Your welcome! Thanks you for your time,10,0,20180903-104032_620_live
