,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
1869,20180719-165941_192_live,0,6,Yes. There is. Url,0,provide-org-facts,,provide-org-facts,0.0,0.526,0.474,"Thank you, I would like to make a 50 dollar donation but first. Is there a website for this charity?",thank would like make    dollar donat first websit chariti,Yes. There is. Url,1869
1870,20180719-165941_192_live,0,7,Thank you. It will be appreciated it.,4,thank,,non-strategy,0.0,0.46299999999999997,0.537,IT looks really good and professional. I am definitely going to donate.,look realli good profession definit go donat,Thank you. It will be appreciated it.,1870
1871,20180719-165941_192_live,0,8,Absolutely.,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,Is there any other information you can share with me that I shuld know about?,inform share shuld know,Absolutely.,1871
1872,20180719-165941_192_live,0,8,"Recently, we will have been involved in the US-Mexico border crisis involved with separating children from their parents at the border.",0,provide-org-facts,,provide-org-facts,0.17,0.83,0.0,Is there any other information you can share with me that I shuld know about?,inform share shuld know,"Recently, we will have been involved in the US-Mexico border crisis involved with separating children from their parents at the border.",1872
1873,20180719-165941_192_live,0,9,Thank you.,4,thank,,non-strategy,0.0,0.28600000000000003,0.7140000000000001,That sounds awesome. I wish you all luck in that.,sound awesom wish luck,Thank you.,1873
1874,20180719-165941_192_live,0,9,"It will be difficult, but we are focused in reuniting the children with their family. The separation should never have happened.",9,emotion-appeal,,emotion-appeal,0.07200000000000001,0.787,0.141,That sounds awesome. I wish you all luck in that.,sound awesom wish luck,"It will be difficult, but we are focused in reuniting the children with their family. The separation should never have happened.",1874
1875,20180719-211846_176_live,0,0,"hi, how are you?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"hi, how are you?",1875
1876,20180719-211846_176_live,0,1,"that good You knew that for every minute that passes, a child under the age of 5 dies as a result of the war in the Middle East",9,emotion-appeal,,emotion-appeal,0.131,0.772,0.09699999999999999,I'm doing well thank you,well thank,"that good You knew that for every minute that passes, a child under the age of 5 dies as a result of the war in the Middle East",1876
1877,20180719-211846_176_live,0,2,"I recently read from an organization called Save a Children, which works hard to protect these children and needs financial help to continue",0,provide-org-facts,,provide-org-facts,0.052000000000000005,0.632,0.316,That is absolutely terrible. Are there any good charities that are helping on this issue?,absolut terribl good chariti help issu,"I recently read from an organization called Save a Children, which works hard to protect these children and needs financial help to continue",1877
1878,20180719-211846_176_live,0,3,"you can help by donating what you can, you can even help with your win in mturk, I think these children need us now",3,provide-donation-procedure,,provide-donation-procedure,0.0,0.685,0.315,How can someone help? I would be willing to donate my time and perhaps some money.,someon help would will donat time perhap money,"you can help by donating what you can, you can even help with your win in mturk, I think these children need us now",1878
1879,20180719-211846_176_live,0,4,"is super important, help children who live the harsh reality of war, fewer and fewer people help, the money goes to the education, health and safety of these children.",0,provide-org-facts,,provide-org-facts,0.159,0.515,0.326,How exactly does the money help the cause? What's it spent on?,exact money help caus spent,"is super important, help children who live the harsh reality of war, fewer and fewer people help, the money goes to the education, health and safety of these children.",1879
1880,20180719-211846_176_live,0,4,how much would you be willing to donate your payment?,4,ask-donation-amount,,non-strategy,0.0,1.0,0.0,How exactly does the money help the cause? What's it spent on?,exact money help caus spent,how much would you be willing to donate your payment?,1880
1881,20180719-211846_176_live,0,5,"The research team will collect all donations and send them to Save the Children, you will be deducted from your payment for this task",3,provide-donation-procedure,,provide-donation-procedure,0.0,0.878,0.122,I'd be willing to donate a dollar or two,will donat dollar two,"The research team will collect all donations and send them to Save the Children, you will be deducted from your payment for this task",1881
1882,20180719-211846_176_live,0,6,come in  URL,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Perfect. How do I donate then?,perfect donat,come in  URL,1882
1883,20180719-211846_176_live,0,7,"bye, I hope you can donate as soon as possible",4,closing,,non-strategy,0.0,0.7340000000000001,0.266,"You need to type faster. Our HITs are going to expire on us. I'd rather send the money on my accord, rather than have it deducted. Where can I go to send it?",need type faster hit go expir us rather send money accord rather deduct go send,"bye, I hope you can donate as soon as possible",1883
1884,20180719-211846_176_live,0,8,"Of course, I'm also going to donate",10,example-donation,,example-donation,0.0,1.0,0.0,Ok i'll check it out. thank you.,ok check thank,"Of course, I'm also going to donate",1884
1887,20180723-061928_535_live,0,2,Thanks for that.,4,thank,,non-strategy,0.0,0.408,0.5920000000000001,Of course I am very interested to donate funds to charity,cours interest donat fund chariti,Thanks for that.,1887
1888,20180723-061928_535_live,0,2,"You are helping to small childrens for their studies,etc",6,logical-appeal,,logical-appeal,0.0,0.784,0.21600000000000003,Of course I am very interested to donate funds to charity,cours interest donat fund chariti,"You are helping to small childrens for their studies,etc",1888
1889,20180723-061928_535_live,0,3,I do United World wide or Food for the poor,4,positive-to-inquiry,,non-strategy,0.24,0.5429999999999999,0.217,What charity do you usually donate?,chariti usual donat,I do United World wide or Food for the poor,1889
1890,20180723-061928_535_live,0,4,I do funds when first i saw one poor children looking for his food and he did not received after that i am thinking why i can help to other poor peoples and i willed to donate some funds to some poor peoples and charities,1,personal-story,,personal-story,0.185,0.6970000000000001,0.11800000000000001,I do for Boys & Girls Clubs of America,boy    girl club america,I do funds when first i saw one poor children looking for his food and he did not received after that i am thinking why i can help to other poor peoples and i willed to donate some funds to some poor peoples and charities,1890
1891,20180723-061928_535_live,0,5,yes it  is the most important one in life.,4,comment-partner,,non-strategy,0.0,0.594,0.406,I am very interested in the welfare of the children especially in regard to food and education which I consider as very important for children,interest welfar children especi regard food educ consid import children,yes it  is the most important one in life.,1891
1892,20180723-061928_535_live,0,6,Ya if everyone is ready to donate something what i someone having is we can able to control the poor and we have some pride,6,logical-appeal,,logical-appeal,0.107,0.7240000000000001,0.16899999999999998,I want to help the children irrespective of their color and creed. I think it is the important aspect of donating money to charity,help children irrespect color creed think import aspect donat money chariti,Ya if everyone is ready to donate something what i someone having is we can able to control the poor and we have some pride,1892
1893,20180723-061928_535_live,0,7,Yes in developing countries lack of educations for childrens in war zone and even if you taken in syria the millions of peoples meet their daily days by violance but we have a great days so we make that happier and healthier,9,emotion-appeal,,emotion-appeal,0.079,0.69,0.23199999999999998,I accept your view and it is necessary that everyone should contribute at least to some extent to children's charity,accept view necessari everyon contribut least extent children chariti,Yes in developing countries lack of educations for childrens in war zone and even if you taken in syria the millions of peoples meet their daily days by violance but we have a great days so we make that happier and healthier,1893
1894,20180723-061928_535_live,0,8,of course.,4,acknowledgement,,non-strategy,0.0,1.0,0.0,I think our must move cautiously to deal with this country. But I think UNO and UNICEF can contribute a lot if they desired to do so.,think must move cautious deal countri think unicef contribut lot desir,of course.,1894
1895,20180723-061928_535_live,0,8,How much do you like to donate to the charity now?,4,propose-donation,,non-strategy,0.0,0.629,0.371,I think our must move cautiously to deal with this country. But I think UNO and UNICEF can contribute a lot if they desired to do so.,think must move cautious deal countri think unicef contribut lot desir,How much do you like to donate to the charity now?,1895
1896,20180723-061928_535_live,0,8,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,I think our must move cautiously to deal with this country. But I think UNO and UNICEF can contribute a lot if they desired to do so.,think must move cautious deal countri think unicef contribut lot desir,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,1896
1898,20180723-061928_535_live,0,9,This donation directly goes to children's charity called Save the Children and thanks you so much for this help. You have a great soul.,4,thank,,non-strategy,0.0,0.527,0.473,I agree with you.But i think more rich people should come forward to establish such children's charity,agre youbut think rich peopl forward establish children chariti,This donation directly goes to children's charity called Save the Children and thanks you so much for this help. You have a great soul.,1898
1900,20180723-064603_378_live,0,1,"Save the Children is a foundation that runs world-wide with a focus on providing health, education, protection, hunger elimination, emergency aid, and global advocacy. So far we have reached 155 million children in 120 countries.",0,provide-org-facts,,provide-org-facts,0.12,0.759,0.12,I appreciate your concern. Tell me more about this charity before I make a decision.,appreci concern tell chariti make decis,"Save the Children is a foundation that runs world-wide with a focus on providing health, education, protection, hunger elimination, emergency aid, and global advocacy. So far we have reached 155 million children in 120 countries.",1900
1902,20180723-064603_378_live,0,3,"Agreed, they post their yearly audit reports so that individuals can track where the funds are allocated.",0,provide-org-facts,,provide-org-facts,0.0,0.884,0.11599999999999999,That is important that most of the money goes to the charity and not into administration.,import money goe chariti administr,"Agreed, they post their yearly audit reports so that individuals can track where the funds are allocated.",1902
1903,20180723-064603_378_live,0,4,"Yes, they are an extremely reputable charity that have been in good standing for the entirety of their history. Originally founded immediately after World War I when so many children were orphaned and/or homeless.",0,provide-org-facts,,provide-org-facts,0.094,0.6970000000000001,0.209,It looks like they will be celebrating their 100 year anniversary soon. That is quite a milestone.,look like celebr    year anniversari soon quit mileston,"Yes, they are an extremely reputable charity that have been in good standing for the entirety of their history. Originally founded immediately after World War I when so many children were orphaned and/or homeless.",1903
1904,20180723-064603_378_live,0,5,"They work world wide providing both support in the US and overseas, the US chapter was founded in 1932 following the great depression, and today their team goes where other's cannot - to the most rural communities in the US. Last year, they provided support to 237,000 US children across 22 states and Puerto Rico.",0,provide-org-facts,,provide-org-facts,0.059000000000000004,0.7909999999999999,0.15,That is interesting. Do they do work in the United States or just overseas?,interest work unit state oversea,"They work world wide providing both support in the US and overseas, the US chapter was founded in 1932 following the great depression, and today their team goes where other's cannot - to the most rural communities in the US. Last year, they provided support to 237,000 US children across 22 states and Puerto Rico.",1904
1905,20180723-064603_378_live,0,6,"Other than the US, Africa receives 43% of the budget, helping more than 32 million children in 2016 across Burkina Faso, Burundi, Democratic Republic of Congo, Ethiopia, Guinea, Kenya, Liberia, Malawi, Mali, Mozambique, Niger, Nigeria, Rwanda, Sierra Leone, Somalia, South Sudan, Sudan, Tanzania, Uganda, Zambia, and Zimbabwe.",0,provide-org-facts,,provide-org-facts,0.0,0.9540000000000001,0.046,What country outside of the US do they do the most help for?,countri outsid us help,"Other than the US, Africa receives 43% of the budget, helping more than 32 million children in 2016 across Burkina Faso, Burundi, Democratic Republic of Congo, Ethiopia, Guinea, Kenya, Liberia, Malawi, Mali, Mozambique, Niger, Nigeria, Rwanda, Sierra Leone, Somalia, South Sudan, Sudan, Tanzania, Uganda, Zambia, and Zimbabwe.",1905
1908,20180723-064603_378_live,0,8,"Are you certain? Just a small donation can make a large impact on the entire life of a child and allow them to receive proper medical care and education, food and safety.",7,foot-in-the-door,,foot-in-the-door,0.0,0.7140000000000001,0.28600000000000003,"Although I do appreciate all of your info, I am not interested in making a donation at this time.",although appreci info interest make donat time,"Are you certain? Just a small donation can make a large impact on the entire life of a child and allow them to receive proper medical care and education, food and safety.",1908
1909,20180723-064603_378_live,0,9,"Ok, I thank you very much for your consideration!",4,thank,,non-strategy,0.0,0.546,0.45399999999999996,"I understand, but I already have charities that I support on my own. Thank you, but no.",understand alreadi chariti support thank,"Ok, I thank you very much for your consideration!",1909
1910,20180723-072435_196_live,0,0,"Hey, how are you doing?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hey, how are you doing?",1910
1911,20180723-072435_196_live,0,1,Doing ok here. Glad to hear your day is great.,4,greeting,,non-strategy,0.0,0.429,0.5710000000000001,"Hi, i'm doing great! how are you?",hi great,Doing ok here. Glad to hear your day is great.,1911
1912,20180723-072435_196_live,0,1,Do you have a moment to talk about children causes?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"Hi, i'm doing great! how are you?",hi great,Do you have a moment to talk about children causes?,1912
1913,20180723-072435_196_live,0,2,"Have you ever heard of the charity, Save the Children?",5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.5710000000000001,0.429,sure! I would like to,sure would like,"Have you ever heard of the charity, Save the Children?",1913
1914,20180723-072435_196_live,0,3,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,"no, but i would like to know more about it",would like know,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",1914
1915,20180723-072435_196_live,0,4,Yea.,4,acknowledgement,,non-strategy,0.0,1.0,0.0,that's great. Do you have any more information about it?,great inform,Yea.,1915
1916,20180723-072435_196_live,0,4,Have you heard of children getting separated from their family at the US-Mexico border?,9,emotion-appeal,,emotion-appeal,0.0,1.0,0.0,that's great. Do you have any more information about it?,great inform,Have you heard of children getting separated from their family at the US-Mexico border?,1916
1917,20180723-072435_196_live,0,5,Save the Children are helping to reunite them with their family.,0,provide-org-facts,,provide-org-facts,0.0,0.625,0.375,"yes, it's so heartbreaking1",yes heartbreak,Save the Children are helping to reunite them with their family.,1917
1919,20180723-072435_196_live,0,7,"They identify the parents who were deported back to their countries of origin, while their children remain separated and detained in the U.S. As these parents are identified, they work to help them locate and safely reunite with their children, and from there, support them in getting access to essential services they need to re-establish themselves.",0,provide-org-facts,,provide-org-facts,0.043,0.821,0.136,So what exactly do they do to help these kids to reunite with their parents?,exact help kid reunit parent,"They identify the parents who were deported back to their countries of origin, while their children remain separated and detained in the U.S. As these parents are identified, they work to help them locate and safely reunite with their children, and from there, support them in getting access to essential services they need to re-establish themselves.",1919
1921,20180723-072435_196_live,0,8,Your donation will be directly deducted from your task payment. You can choose any amount from $0.50 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,awesome! I'm so gonna support it! Children should be with their parents! !,awesom gon support children parent,Your donation will be directly deducted from your task payment. You can choose any amount from $0.50 to all your payment.,1921
1922,20180723-072435_196_live,0,9,Sure. What amount would you feel comfortable donating?,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.517,0.483,I can't donate less than 0.50?,ca nt donat less,Sure. What amount would you feel comfortable donating?,1922
1924,20180723-073352_280_live,0,1,I bet Save the Children could be right for you though.,4,propose-donation,,non-strategy,0.0,0.738,0.262,i usually do donate to charities,usual donat chariti,I bet Save the Children could be right for you though.,1924
1926,20180723-073352_280_live,0,2,"Save the Children is and how your donation is essential to help ensuring children's rights to health, education, safety, etc.",0,provide-org-facts,,provide-org-facts,0.0,0.597,0.40299999999999997,I would like to know more about this charity,would like know chariti,"Save the Children is and how your donation is essential to help ensuring children's rights to health, education, safety, etc.",1926
1927,20180723-073352_280_live,0,3,It's a very legitamate charity. There are millions of children that need help and just as many people that are willing to donate for the children.,0,provide-org-facts,,provide-org-facts,0.0,0.799,0.201,I'm surprised i've never heard about it! how do i know if it's legit and if money really go to help those kids,surpris never heard know legit money realli go help kid,It's a very legitamate charity. There are millions of children that need help and just as many people that are willing to donate for the children.,1927
1928,20180723-073352_280_live,0,4,How much money do you spend on unnecessary stuff like a bag of snack or candy? Think about that and from what you spend on candy and snacks can be money that goes to a child in real need.,6,logical-appeal,,logical-appeal,0.0,0.935,0.065,i understand but i just don't feel comfortable donating yet.,understand nt feel comfort donat yet,How much money do you spend on unnecessary stuff like a bag of snack or candy? Think about that and from what you spend on candy and snacks can be money that goes to a child in real need.,1928
1931,20180723-073352_280_live,0,6,That is great!,4,thank,,non-strategy,0.0,0.313,0.687,"yes, i guess i can.",yes guess,That is great!,1931
1932,20180723-073352_280_live,0,6,"Anything, even a few cents, will definitely help in the long run. Even a few pennies tha tyou will earn from this task will help. That sounds wonderful, doesn't it?",7,foot-in-the-door,,foot-in-the-door,0.0,0.67,0.33,"yes, i guess i can.",yes guess,"Anything, even a few cents, will definitely help in the long run. Even a few pennies tha tyou will earn from this task will help. That sounds wonderful, doesn't it?",1932
1933,20180723-073352_280_live,0,7,It is a wonderful feeling to help someone and I'm glad that you feel the same way. I bet others you know will do the same when they see you donating to a great cause.,6,logical-appeal,,logical-appeal,0.0,0.643,0.35700000000000004,it does. i really love helping people,realli love help peopl,It is a wonderful feeling to help someone and I'm glad that you feel the same way. I bet others you know will do the same when they see you donating to a great cause.,1933
1934,20180723-073352_280_live,0,8,That is awesome.,4,acknowledgement,,non-strategy,0.0,0.32799999999999996,0.672,"Yes, i agree",yes agre,That is awesome.,1934
1935,20180723-073352_280_live,0,8,Well I hope you have a great day!,4,closing,,non-strategy,0.0,0.242,0.758,"Yes, i agree",yes agre,Well I hope you have a great day!,1935
1936,20180723-073352_280_live,0,9,How much would you like to donate?,4,ask-donation-amount,,non-strategy,0.0,0.706,0.294,thank you! You too!,thank,How much would you like to donate?,1936
1937,20180723-073352_280_live,0,10,Thanks!,4,thank,,non-strategy,0.0,0.0,1.0,"I'm not sure yet, maybe 5 cents",sure yet mayb    cent,Thanks!,1937
1938,20180723-082451_335_live,0,0,"Hi there, how are you doing today?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hi there, how are you doing today?",1938
1939,20180723-082451_335_live,0,1,I'm doing good.,4,greeting,,non-strategy,0.0,0.408,0.5920000000000001,Hi! Doing good. How are you?,hi good,I'm doing good.,1939
1941,20180723-082451_335_live,0,2,Great!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,"Yes, of course. What are they about?",yes cours,Great!,1941
1942,20180723-082451_335_live,0,2,They're an international organization that promotes children's rights and helps give children aid in developing countries.,0,provide-org-facts,,provide-org-facts,0.0,0.737,0.263,"Yes, of course. What are they about?",yes cours,They're an international organization that promotes children's rights and helps give children aid in developing countries.,1942
1943,20180723-082451_335_live,0,3,Isn't it?,4,acknowledgement,,non-strategy,0.0,1.0,0.0,That sounds wonderful!,sound wonder,Isn't it?,1943
1944,20180723-082451_335_live,0,3,"And we're not asking for a lot, just some or all of your incoming payment for your task.",7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,That sounds wonderful!,sound wonder,"And we're not asking for a lot, just some or all of your incoming payment for your task.",1944
1946,20180723-082451_335_live,0,4,"They help provide water, give children access to education, give girls tampons so that they can attend school on their period, give them vaccines - things like that.",0,provide-org-facts,,provide-org-facts,0.0,0.828,0.172,What kind of aid do they give?,kind aid give,"They help provide water, give children access to education, give girls tampons so that they can attend school on their period, give them vaccines - things like that.",1946
1948,20180723-082451_335_live,0,5,"A lot of organization collect funds and then it goes to administration or advertising and not a lot of money goes to the people who need it the most. Save the Children makes sure to give as much as they possibly can, because they understand that when it comes to people who are starving, every penny counts.",0,provide-org-facts,,provide-org-facts,0.046,0.858,0.096,A couple of organizations claim to do that. Why should I donate to this one in particular?,coupl organ claim donat one particular,"A lot of organization collect funds and then it goes to administration or advertising and not a lot of money goes to the people who need it the most. Save the Children makes sure to give as much as they possibly can, because they understand that when it comes to people who are starving, every penny counts.",1948
1949,20180723-082451_335_live,0,6,I totally understand that!,4,acknowledgement,,non-strategy,0.0,1.0,0.0,Is there any concrete proof that they do? Words are just words sometimes.,concret proof word word sometim,I totally understand that!,1949
1950,20180723-082451_335_live,0,6,They have a full list of the percentages that they spend on each thing at  URL so you can see exactly where your money is going!,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Is there any concrete proof that they do? Words are just words sometimes.,concret proof word word sometim,They have a full list of the percentages that they spend on each thing at  URL so you can see exactly where your money is going!,1950
1951,20180723-082451_335_live,0,7,Thank you so much for even taking the time to consider it!,4,thank,,non-strategy,0.0,0.7979999999999999,0.20199999999999999,I am reviewing the site right now. So what are the amounts for donation accepted?,review site right amount donat accept,Thank you so much for even taking the time to consider it!,1951
1952,20180723-082451_335_live,0,7,"I know I always feel so selfish when I'm eating lunch and I see a commercial for people who are starving, it just really gets to me and I'm so glad you care about making a difference as well!",1,personal-story,,personal-story,0.149,0.637,0.214,I am reviewing the site right now. So what are the amounts for donation accepted?,review site right amount donat accept,"I know I always feel so selfish when I'm eating lunch and I see a commercial for people who are starving, it just really gets to me and I'm so glad you care about making a difference as well!",1952
1953,20180723-082451_335_live,0,7,You can choose any amount between 0 and all of your payment for this task.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,I am reviewing the site right now. So what are the amounts for donation accepted?,review site right amount donat accept,You can choose any amount between 0 and all of your payment for this task.,1953
1954,20180723-082451_335_live,0,8,Are you sure you don't want to donate any more? Save the Children really appreciates every penny that they get and it really goes to a good cause.,4,ask-donate-more,,non-strategy,0.034,0.615,0.35100000000000003,Ok. I'll donate $0.50.,ok donat,Are you sure you don't want to donate any more? Save the Children really appreciates every penny that they get and it really goes to a good cause.,1954
1956,20180723-082451_335_live,0,9,Everyone at Save the Children really appreciates your donation!,4,thank,,non-strategy,0.0,0.49700000000000005,0.503,"Unfortunately, it is all I can afford at the moment.",unfortun afford moment,Everyone at Save the Children really appreciates your donation!,1956
1960,20180723-091419_371_live,0,3,They have a website.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,That sounds like an awesome organization! Do you know how someone can get involved?,sound like awesom organ know someon get involv,They have a website.,1960
1961,20180723-091419_371_live,0,3,You can also make a .50 cent donation through me from your compensation of this hit.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,That sounds like an awesome organization! Do you know how someone can get involved?,sound like awesom organ know someon get involv,You can also make a .50 cent donation through me from your compensation of this hit.,1961
1963,20180723-091419_371_live,0,4,"I have made donations in the past, yes.",4,positive-to-inquiry,,non-strategy,0.0,0.69,0.31,That's simple enough. I like the sound of that! Have you ever personally worked with them?,simpl enough like sound ever person work,"I have made donations in the past, yes.",1963
1965,20180723-091419_371_live,0,4,The research team will collect all donations and send it to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.802,0.198,That's simple enough. I like the sound of that! Have you ever personally worked with them?,simpl enough like sound ever person work,The research team will collect all donations and send it to Save the Children.,1965
1967,20180723-091419_371_live,0,6,I agree.,4,acknowledgement,,non-strategy,0.0,0.0,1.0,Absolutely! I always think about how I would want to know my child is cared for if I'm not around. It's definitely a motivator!,absolut alway think would know child care around definit motiv,I agree.,1967
1968,20180723-091419_371_live,0,6,This is one of my favorite organizations to donate to and they're well known and have done so much for children all over.,10,example-donation,,example-donation,0.0,0.805,0.195,Absolutely! I always think about how I would want to know my child is cared for if I'm not around. It's definitely a motivator!,absolut alway think would know child care around definit motiv,This is one of my favorite organizations to donate to and they're well known and have done so much for children all over.,1968
1969,20180723-091419_371_live,0,7,At least here we know the researchers are making the donations through this hit.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,"That's good to know that they're reputable. Sometimes I'm cautious of donating, just because I want to know that they're making the difference that they saw they are.",good know reput sometim cautious donat know make differ saw,At least here we know the researchers are making the donations through this hit.,1969
1970,20180723-091419_371_live,0,8,So you'd like to donate?!,4,propose-donation,,non-strategy,0.0,0.5660000000000001,0.434,It is nice to know that!,nice know,So you'd like to donate?!,1970
1971,20180723-091419_371_live,0,9,Awesome! Thank you so much :),4,thank,,non-strategy,0.0,0.228,0.772,"Yes, I would :)",yes would,Awesome! Thank you so much :),1971
1973,20180808-032041_562_live,0,1,I think the work they do is great. Helping kids in impoverished nation is a really noble thing to do.,6,logical-appeal,,logical-appeal,0.0,0.61,0.39,I have! I think it's a great chairty.,think great chairti,I think the work they do is great. Helping kids in impoverished nation is a really noble thing to do.,1973
1974,20180808-032041_562_live,0,2,"I generally do my charitable donations around Christmas, when I had an influx of extra cash.",4,positive-to-inquiry,,non-strategy,0.0,0.828,0.172,"I agree, how frequently do you donate?",agre frequent donat,"I generally do my charitable donations around Christmas, when I had an influx of extra cash.",1974
1975,20180808-032041_562_live,0,2,You?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"I agree, how frequently do you donate?",agre frequent donat,You?,1975
1977,20180808-032041_562_live,0,3,You can donate any amount from your task payment to Save the Children now if you'd like.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.725,0.275,"Similiar, I only donate when I have the money to spare.",similiar donat money spare,You can donate any amount from your task payment to Save the Children now if you'd like.,1977
1979,20180808-032041_562_live,0,4,The research team will collect all donations and send them to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.802,0.198,"I'm not sure if I want to, but I can give a little.",sure give littl,The research team will collect all donations and send them to Save the Children.,1979
1983,20180808-032354_369_live,0,0,Just found out there are tons of sick kids right now over seas that need help,9,emotion-appeal,,emotion-appeal,0.165,0.7,0.135,<Start>,start,Just found out there are tons of sick kids right now over seas that need help,1983
1984,20180808-032354_369_live,0,1,What are you doing to help?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.649,0.35100000000000003,wow that sounds like a problem,wow sound like problem,What are you doing to help?,1984
1985,20180808-032354_369_live,0,2,You know there is an organization I donate money also too.,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,1.0,0.0,actually i have a kid that is sick and overseas right now,actual kid sick oversea right,You know there is an organization I donate money also too.,1985
1986,20180808-032354_369_live,0,3,"It is called 'Save the Children'. It is an international organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5760000000000001,0.424,donating money to them,donat money,"It is called 'Save the Children'. It is an international organization that promotes children's rights, provides relief and helps support children in developing countries.",1986
1987,20180808-032354_369_live,0,4,all developing countries in the world,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,tell me more?,tell,all developing countries in the world,1987
1988,20180808-032354_369_live,0,5,I am sure it will get to your child.,4,positive-to-inquiry,,non-strategy,0.0,0.753,0.247,do they help kids in africa,help kid africa,I am sure it will get to your child.,1988
1989,20180808-032354_369_live,0,5,"It would be best to donate to a specialized organization to allocate the funds in a proper, efficient way so all children can get the maximum benefit from the money.",0,provide-org-facts,,provide-org-facts,0.0,0.7140000000000001,0.28600000000000003,do they help kids in africa,help kid africa,"It would be best to donate to a specialized organization to allocate the funds in a proper, efficient way so all children can get the maximum benefit from the money.",1989
1990,20180808-032354_369_live,0,6,The research team here will collect all donations and send it to the Save the Children. This lump sum will be used to buy mass quantities of supplies at inexpensive prices.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.904,0.096,"i notice they didnt send money to my child though, he is sick and overseas?",notic nt send money child though sick oversea,The research team here will collect all donations and send it to the Save the Children. This lump sum will be used to buy mass quantities of supplies at inexpensive prices.,1990
1992,20180808-032354_369_live,0,8,I would give all you have.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,how do we do that,none,I would give all you have.,1992
1993,20180808-032354_369_live,0,8,"It would be easy for you to get it back but for the children, this would be huge",6,logical-appeal,,logical-appeal,0.0,0.7659999999999999,0.23399999999999999,how do we do that,none,"It would be easy for you to get it back but for the children, this would be huge",1993
1994,20180825-053544_897_live,0,0,Hi! Good morning!,4,greeting,,non-strategy,0.0,0.365,0.635,<Start>,start,Hi! Good morning!,1994
1995,20180825-053544_897_live,0,1,I am good!,4,greeting,,non-strategy,0.0,0.239,0.7609999999999999,Good morning! How are you doing today?,good morn today,I am good!,1995
1996,20180825-053544_897_live,0,1,I am trying to get my friends and others to donate their payment from this task to Save the Children.,2,task-related-inquiry,,task-related-inquiry,0.0,0.73,0.27,Good morning! How are you doing today?,good morn today,I am trying to get my friends and others to donate their payment from this task to Save the Children.,1996
1998,20180825-053544_897_live,0,2,"Save the Children works for 18 countries in Africa, 5 countries in the Middle East and India and Pakistan.",0,provide-org-facts,,provide-org-facts,0.0,0.8420000000000001,0.158,What else can you tell me about the charity? Which countries do they work in?,els tell chariti countri work,"Save the Children works for 18 countries in Africa, 5 countries in the Middle East and India and Pakistan.",1998
1999,20180825-053544_897_live,0,3,5.00 a week would feed one family for a week.,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,How much of a donation would one have to make to feed a family for a week?,much donat would one make feed famili week,5.00 a week would feed one family for a week.,1999
2000,20180825-053544_897_live,0,3,Do you spend 5.00 a week on a coffee?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,How much of a donation would one have to make to feed a family for a week?,much donat would one make feed famili week,Do you spend 5.00 a week on a coffee?,2000
2002,20180825-053544_897_live,0,4,It is our moral responsibility to help feed the hungry.,9,emotion-appeal,,emotion-appeal,0.0,0.769,0.231,That's crazy! I spend more than that on coffee every week!,crazi spend coffe everi week,It is our moral responsibility to help feed the hungry.,2002
