,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
1909,20180723-064603_378_live,0,9,"Ok, I thank you very much for your consideration!",4,thank,,non-strategy,0.0,0.546,0.45399999999999996,"I understand, but I already have charities that I support on my own. Thank you, but no.",understand alreadi chariti support thank,"Ok, I thank you very much for your consideration!",1909
1912,20180723-072435_196_live,0,1,Do you have a moment to talk about children causes?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"Hi, i'm doing great! how are you?",hi great,Do you have a moment to talk about children causes?,1912
1914,20180723-072435_196_live,0,3,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,"no, but i would like to know more about it",would like know,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",1914
1916,20180723-072435_196_live,0,4,Have you heard of children getting separated from their family at the US-Mexico border?,9,emotion-appeal,,emotion-appeal,0.0,1.0,0.0,that's great. Do you have any more information about it?,great inform,Have you heard of children getting separated from their family at the US-Mexico border?,1916
1917,20180723-072435_196_live,0,5,Save the Children are helping to reunite them with their family.,0,provide-org-facts,,provide-org-facts,0.0,0.625,0.375,"yes, it's so heartbreaking1",yes heartbreak,Save the Children are helping to reunite them with their family.,1917
1918,20180723-072435_196_live,0,6,"Children shouldn't be separated from their families. It is very heartbreaking to hear, and I'm glad Save the Children stepped in.",9,emotion-appeal,,emotion-appeal,0.12,0.655,0.226,that's really good to hear! I can't imagine not being able to see my son!,realli good hear ca nt imagin abl see,"Children shouldn't be separated from their families. It is very heartbreaking to hear, and I'm glad Save the Children stepped in.",1918
1919,20180723-072435_196_live,0,7,"They identify the parents who were deported back to their countries of origin, while their children remain separated and detained in the U.S. As these parents are identified, they work to help them locate and safely reunite with their children, and from there, support them in getting access to essential services they need to re-establish themselves.",0,provide-org-facts,,provide-org-facts,0.043,0.821,0.136,So what exactly do they do to help these kids to reunite with their parents?,exact help kid reunit parent,"They identify the parents who were deported back to their countries of origin, while their children remain separated and detained in the U.S. As these parents are identified, they work to help them locate and safely reunite with their children, and from there, support them in getting access to essential services they need to re-establish themselves.",1919
1920,20180723-072435_196_live,0,8,Would you like to help and donate to them?,4,propose-donation,,non-strategy,0.0,0.574,0.426,awesome! I'm so gonna support it! Children should be with their parents! !,awesom gon support children parent,Would you like to help and donate to them?,1920
1921,20180723-072435_196_live,0,8,Your donation will be directly deducted from your task payment. You can choose any amount from $0.50 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,awesome! I'm so gonna support it! Children should be with their parents! !,awesom gon support children parent,Your donation will be directly deducted from your task payment. You can choose any amount from $0.50 to all your payment.,1921
1922,20180723-072435_196_live,0,9,Sure. What amount would you feel comfortable donating?,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.517,0.483,I can't donate less than 0.50?,ca nt donat less,Sure. What amount would you feel comfortable donating?,1922
1923,20180723-073352_280_live,0,0,"Hey there, are you one to donate to charities? Because I have a great one that you could take a look at.",8,personal-related-inquiry,,personal-related-inquiry,0.0,0.7,0.3,<Start>,start,"Hey there, are you one to donate to charities? Because I have a great one that you could take a look at.",1923
1925,20180723-073352_280_live,0,1,"From the task you are doing, you can donate as much or as little as you like.",3,provide-donation-procedure,,provide-donation-procedure,0.0,0.877,0.12300000000000001,i usually do donate to charities,usual donat chariti,"From the task you are doing, you can donate as much or as little as you like.",1925
1927,20180723-073352_280_live,0,3,It's a very legitamate charity. There are millions of children that need help and just as many people that are willing to donate for the children.,0,provide-org-facts,,provide-org-facts,0.0,0.799,0.201,I'm surprised i've never heard about it! how do i know if it's legit and if money really go to help those kids,surpris never heard know legit money realli go help kid,It's a very legitamate charity. There are millions of children that need help and just as many people that are willing to donate for the children.,1927
1928,20180723-073352_280_live,0,4,How much money do you spend on unnecessary stuff like a bag of snack or candy? Think about that and from what you spend on candy and snacks can be money that goes to a child in real need.,6,logical-appeal,,logical-appeal,0.0,0.935,0.065,i understand but i just don't feel comfortable donating yet.,understand nt feel comfort donat yet,How much money do you spend on unnecessary stuff like a bag of snack or candy? Think about that and from what you spend on candy and snacks can be money that goes to a child in real need.,1928
1929,20180723-073352_280_live,0,5,I can understand that.,4,acknowledgement,,non-strategy,0.0,1.0,0.0,I'm currently receiving food stamps so i don't buy candy and unnecessary stuff. i'm super broke right now,current receiv food stamp nt buy candi unnecessari stuff super broke right,I can understand that.,1929
1930,20180723-073352_280_live,0,5,Even if you may have a few pennies that are left around can be collected and help the children. Would that be something you are willing to do?,7,foot-in-the-door,,foot-in-the-door,0.0,0.9059999999999999,0.094,I'm currently receiving food stamps so i don't buy candy and unnecessary stuff. i'm super broke right now,current receiv food stamp nt buy candi unnecessari stuff super broke right,Even if you may have a few pennies that are left around can be collected and help the children. Would that be something you are willing to do?,1930
1931,20180723-073352_280_live,0,6,That is great!,4,thank,,non-strategy,0.0,0.313,0.687,"yes, i guess i can.",yes guess,That is great!,1931
1934,20180723-073352_280_live,0,8,That is awesome.,4,acknowledgement,,non-strategy,0.0,0.32799999999999996,0.672,"Yes, i agree",yes agre,That is awesome.,1934
1935,20180723-073352_280_live,0,8,Well I hope you have a great day!,4,closing,,non-strategy,0.0,0.242,0.758,"Yes, i agree",yes agre,Well I hope you have a great day!,1935
1936,20180723-073352_280_live,0,9,How much would you like to donate?,4,ask-donation-amount,,non-strategy,0.0,0.706,0.294,thank you! You too!,thank,How much would you like to donate?,1936
1937,20180723-073352_280_live,0,10,Thanks!,4,thank,,non-strategy,0.0,0.0,1.0,"I'm not sure yet, maybe 5 cents",sure yet mayb    cent,Thanks!,1937
1939,20180723-082451_335_live,0,1,I'm doing good.,4,greeting,,non-strategy,0.0,0.408,0.5920000000000001,Hi! Doing good. How are you?,hi good,I'm doing good.,1939
1940,20180723-082451_335_live,0,1,I was wondering if I could talk to you about donating to Save the Children today?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.802,0.198,Hi! Doing good. How are you?,hi good,I was wondering if I could talk to you about donating to Save the Children today?,1940
1942,20180723-082451_335_live,0,2,They're an international organization that promotes children's rights and helps give children aid in developing countries.,0,provide-org-facts,,provide-org-facts,0.0,0.737,0.263,"Yes, of course. What are they about?",yes cours,They're an international organization that promotes children's rights and helps give children aid in developing countries.,1942
1943,20180723-082451_335_live,0,3,Isn't it?,4,acknowledgement,,non-strategy,0.0,1.0,0.0,That sounds wonderful!,sound wonder,Isn't it?,1943
1944,20180723-082451_335_live,0,3,"And we're not asking for a lot, just some or all of your incoming payment for your task.",7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,That sounds wonderful!,sound wonder,"And we're not asking for a lot, just some or all of your incoming payment for your task.",1944
1945,20180723-082451_335_live,0,3,It's going to a really good cause!,6,logical-appeal,,logical-appeal,0.0,0.589,0.41100000000000003,That sounds wonderful!,sound wonder,It's going to a really good cause!,1945
1946,20180723-082451_335_live,0,4,"They help provide water, give children access to education, give girls tampons so that they can attend school on their period, give them vaccines - things like that.",0,provide-org-facts,,provide-org-facts,0.0,0.828,0.172,What kind of aid do they give?,kind aid give,"They help provide water, give children access to education, give girls tampons so that they can attend school on their period, give them vaccines - things like that.",1946
1947,20180723-082451_335_live,0,5,You're right.,4,acknowledgement,,non-strategy,0.0,1.0,0.0,A couple of organizations claim to do that. Why should I donate to this one in particular?,coupl organ claim donat one particular,You're right.,1947
1948,20180723-082451_335_live,0,5,"A lot of organization collect funds and then it goes to administration or advertising and not a lot of money goes to the people who need it the most. Save the Children makes sure to give as much as they possibly can, because they understand that when it comes to people who are starving, every penny counts.",0,provide-org-facts,,provide-org-facts,0.046,0.858,0.096,A couple of organizations claim to do that. Why should I donate to this one in particular?,coupl organ claim donat one particular,"A lot of organization collect funds and then it goes to administration or advertising and not a lot of money goes to the people who need it the most. Save the Children makes sure to give as much as they possibly can, because they understand that when it comes to people who are starving, every penny counts.",1948
1949,20180723-082451_335_live,0,6,I totally understand that!,4,acknowledgement,,non-strategy,0.0,1.0,0.0,Is there any concrete proof that they do? Words are just words sometimes.,concret proof word word sometim,I totally understand that!,1949
1950,20180723-082451_335_live,0,6,They have a full list of the percentages that they spend on each thing at  URL so you can see exactly where your money is going!,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Is there any concrete proof that they do? Words are just words sometimes.,concret proof word word sometim,They have a full list of the percentages that they spend on each thing at  URL so you can see exactly where your money is going!,1950
1951,20180723-082451_335_live,0,7,Thank you so much for even taking the time to consider it!,4,thank,,non-strategy,0.0,0.7979999999999999,0.20199999999999999,I am reviewing the site right now. So what are the amounts for donation accepted?,review site right amount donat accept,Thank you so much for even taking the time to consider it!,1951
1952,20180723-082451_335_live,0,7,"I know I always feel so selfish when I'm eating lunch and I see a commercial for people who are starving, it just really gets to me and I'm so glad you care about making a difference as well!",1,personal-story,,personal-story,0.149,0.637,0.214,I am reviewing the site right now. So what are the amounts for donation accepted?,review site right amount donat accept,"I know I always feel so selfish when I'm eating lunch and I see a commercial for people who are starving, it just really gets to me and I'm so glad you care about making a difference as well!",1952
1953,20180723-082451_335_live,0,7,You can choose any amount between 0 and all of your payment for this task.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,I am reviewing the site right now. So what are the amounts for donation accepted?,review site right amount donat accept,You can choose any amount between 0 and all of your payment for this task.,1953
1955,20180723-082451_335_live,0,9,I understand that.,4,acknowledgement,,non-strategy,0.0,1.0,0.0,"Unfortunately, it is all I can afford at the moment.",unfortun afford moment,I understand that.,1955
1957,20180723-091419_371_live,0,0,Have you ever heard of Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.6859999999999999,0.314,<Start>,start,Have you ever heard of Save the Children?,1957
1958,20180723-091419_371_live,0,1,It's basically what it sounds like,0,provide-org-facts,,provide-org-facts,0.0,0.667,0.33299999999999996,I haven't!,nt,It's basically what it sounds like,1958
1959,20180723-091419_371_live,0,2,"The organization helps children around the world with life, protecting them, coming to their aid when a crisis arises, helping them when necessary.",0,provide-org-facts,,provide-org-facts,0.147,0.6809999999999999,0.172,What kind of situations do they work with?,kind situat work,"The organization helps children around the world with life, protecting them, coming to their aid when a crisis arises, helping them when necessary.",1959
1960,20180723-091419_371_live,0,3,They have a website.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,That sounds like an awesome organization! Do you know how someone can get involved?,sound like awesom organ know someon get involv,They have a website.,1960
1961,20180723-091419_371_live,0,3,You can also make a .50 cent donation through me from your compensation of this hit.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,That sounds like an awesome organization! Do you know how someone can get involved?,sound like awesom organ know someon get involv,You can also make a .50 cent donation through me from your compensation of this hit.,1961
1962,20180723-091419_371_live,0,3,The donation will go towards food and/or aiding them with their health.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,That sounds like an awesome organization! Do you know how someone can get involved?,sound like awesom organ know someon get involv,The donation will go towards food and/or aiding them with their health.,1962
1964,20180723-091419_371_live,0,4,It made me feel good to know that I could provide some type of help especially because I have children of my own.,1,personal-story,,personal-story,0.0,0.772,0.228,That's simple enough. I like the sound of that! Have you ever personally worked with them?,simpl enough like sound ever person work,It made me feel good to know that I could provide some type of help especially because I have children of my own.,1964
1965,20180723-091419_371_live,0,4,The research team will collect all donations and send it to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.802,0.198,That's simple enough. I like the sound of that! Have you ever personally worked with them?,simpl enough like sound ever person work,The research team will collect all donations and send it to Save the Children.,1965
1966,20180723-091419_371_live,0,5,Same! Especially less fortunate children.,4,comment-partner,,non-strategy,0.0,0.557,0.44299999999999995,"Gotcha! I also have a child, so I understand where you're coming from. I have a soft spot for children in general.",gotcha child understand come soft spot children general,Same! Especially less fortunate children.,1966
1968,20180723-091419_371_live,0,6,This is one of my favorite organizations to donate to and they're well known and have done so much for children all over.,10,example-donation,,example-donation,0.0,0.805,0.195,Absolutely! I always think about how I would want to know my child is cared for if I'm not around. It's definitely a motivator!,absolut alway think would know child care around definit motiv,This is one of my favorite organizations to donate to and they're well known and have done so much for children all over.,1968
1969,20180723-091419_371_live,0,7,At least here we know the researchers are making the donations through this hit.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,"That's good to know that they're reputable. Sometimes I'm cautious of donating, just because I want to know that they're making the difference that they saw they are.",good know reput sometim cautious donat know make differ saw,At least here we know the researchers are making the donations through this hit.,1969
1970,20180723-091419_371_live,0,8,So you'd like to donate?!,4,propose-donation,,non-strategy,0.0,0.5660000000000001,0.434,It is nice to know that!,nice know,So you'd like to donate?!,1970
1972,20180808-032041_562_live,0,0,Have you ever heard of the 'Save The Children' charity?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.5710000000000001,0.429,<Start>,start,Have you ever heard of the 'Save The Children' charity?,1972
1974,20180808-032041_562_live,0,2,"I generally do my charitable donations around Christmas, when I had an influx of extra cash.",4,positive-to-inquiry,,non-strategy,0.0,0.828,0.172,"I agree, how frequently do you donate?",agre frequent donat,"I generally do my charitable donations around Christmas, when I had an influx of extra cash.",1974
1976,20180808-032041_562_live,0,3,You can help now!,4,propose-donation,,non-strategy,0.0,0.501,0.499,"Similiar, I only donate when I have the money to spare.",similiar donat money spare,You can help now!,1976
1977,20180808-032041_562_live,0,3,You can donate any amount from your task payment to Save the Children now if you'd like.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.725,0.275,"Similiar, I only donate when I have the money to spare.",similiar donat money spare,You can donate any amount from your task payment to Save the Children now if you'd like.,1977
1978,20180808-032041_562_live,0,4,How much would you like to give?,4,ask-donation-amount,,non-strategy,0.0,0.706,0.294,"I'm not sure if I want to, but I can give a little.",sure give littl,How much would you like to give?,1978
1979,20180808-032041_562_live,0,4,The research team will collect all donations and send them to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.802,0.198,"I'm not sure if I want to, but I can give a little.",sure give littl,The research team will collect all donations and send them to Save the Children.,1979
1980,20180808-032041_562_live,0,5,I'll do the same.,10,example-donation,,example-donation,0.0,1.0,0.0,I'll give 5 cents.,give    cent,I'll do the same.,1980
1981,20180808-032041_562_live,0,6,Thanks for the 5 cents.,4,thank,,non-strategy,0.0,0.508,0.49200000000000005,"Great, I'm glad we're helping a little.",great glad help littl,Thanks for the 5 cents.,1981
1982,20180808-032041_562_live,0,6,It was nice talking to you.,4,closing,,non-strategy,0.0,0.6409999999999999,0.359,"Great, I'm glad we're helping a little.",great glad help littl,It was nice talking to you.,1982
1983,20180808-032354_369_live,0,0,Just found out there are tons of sick kids right now over seas that need help,9,emotion-appeal,,emotion-appeal,0.165,0.7,0.135,<Start>,start,Just found out there are tons of sick kids right now over seas that need help,1983
1984,20180808-032354_369_live,0,1,What are you doing to help?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.649,0.35100000000000003,wow that sounds like a problem,wow sound like problem,What are you doing to help?,1984
1985,20180808-032354_369_live,0,2,You know there is an organization I donate money also too.,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,1.0,0.0,actually i have a kid that is sick and overseas right now,actual kid sick oversea right,You know there is an organization I donate money also too.,1985
1988,20180808-032354_369_live,0,5,I am sure it will get to your child.,4,positive-to-inquiry,,non-strategy,0.0,0.753,0.247,do they help kids in africa,help kid africa,I am sure it will get to your child.,1988
1989,20180808-032354_369_live,0,5,"It would be best to donate to a specialized organization to allocate the funds in a proper, efficient way so all children can get the maximum benefit from the money.",0,provide-org-facts,,provide-org-facts,0.0,0.7140000000000001,0.28600000000000003,do they help kids in africa,help kid africa,"It would be best to donate to a specialized organization to allocate the funds in a proper, efficient way so all children can get the maximum benefit from the money.",1989
1990,20180808-032354_369_live,0,6,The research team here will collect all donations and send it to the Save the Children. This lump sum will be used to buy mass quantities of supplies at inexpensive prices.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.904,0.096,"i notice they didnt send money to my child though, he is sick and overseas?",notic nt send money child though sick oversea,The research team here will collect all donations and send it to the Save the Children. This lump sum will be used to buy mass quantities of supplies at inexpensive prices.,1990
1991,20180808-032354_369_live,0,7,All of it,10,example-donation,,example-donation,0.0,1.0,0.0,well maybe you could donate to my child. since you are so into helping out kids,well mayb could donat child sinc help kid,All of it,1991
1992,20180808-032354_369_live,0,8,I would give all you have.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,how do we do that,none,I would give all you have.,1992
1994,20180825-053544_897_live,0,0,Hi! Good morning!,4,greeting,,non-strategy,0.0,0.365,0.635,<Start>,start,Hi! Good morning!,1994
1995,20180825-053544_897_live,0,1,I am good!,4,greeting,,non-strategy,0.0,0.239,0.7609999999999999,Good morning! How are you doing today?,good morn today,I am good!,1995
1996,20180825-053544_897_live,0,1,I am trying to get my friends and others to donate their payment from this task to Save the Children.,2,task-related-inquiry,,task-related-inquiry,0.0,0.73,0.27,Good morning! How are you doing today?,good morn today,I am trying to get my friends and others to donate their payment from this task to Save the Children.,1996
1997,20180825-053544_897_live,0,1,Save the Children is reputable and every dollar they raise goes to feed families.,0,provide-org-facts,,provide-org-facts,0.0,0.802,0.198,Good morning! How are you doing today?,good morn today,Save the Children is reputable and every dollar they raise goes to feed families.,1997
1998,20180825-053544_897_live,0,2,"Save the Children works for 18 countries in Africa, 5 countries in the Middle East and India and Pakistan.",0,provide-org-facts,,provide-org-facts,0.0,0.8420000000000001,0.158,What else can you tell me about the charity? Which countries do they work in?,els tell chariti countri work,"Save the Children works for 18 countries in Africa, 5 countries in the Middle East and India and Pakistan.",1998
1999,20180825-053544_897_live,0,3,5.00 a week would feed one family for a week.,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,How much of a donation would one have to make to feed a family for a week?,much donat would one make feed famili week,5.00 a week would feed one family for a week.,1999
2000,20180825-053544_897_live,0,3,Do you spend 5.00 a week on a coffee?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,How much of a donation would one have to make to feed a family for a week?,much donat would one make feed famili week,Do you spend 5.00 a week on a coffee?,2000
2001,20180825-053544_897_live,0,4,Then would you be willing to donate all of the money you make on this hit to the organization? You could always donate more.,4,propose-donation,,non-strategy,0.0,1.0,0.0,That's crazy! I spend more than that on coffee every week!,crazi spend coffe everi week,Then would you be willing to donate all of the money you make on this hit to the organization? You could always donate more.,2001
2004,20180825-053544_897_live,0,5,"We are so lucky to live in a country where there is help available to us such as Medicaid, food banks and other organizations to help us. It is so unfair that any person in any country can go hungry,",9,emotion-appeal,,emotion-appeal,0.083,0.7290000000000001,0.188,I would do that,would,"We are so lucky to live in a country where there is help available to us such as Medicaid, food banks and other organizations to help us. It is so unfair that any person in any country can go hungry,",2004
2005,20180825-053544_897_live,0,6,"Yes, we do.",4,acknowledgement,,non-strategy,0.0,0.426,0.574,We really are. We have SO many places to go to for help,realli mani place go help,"Yes, we do.",2005
2007,20180825-053544_897_live,0,7,That is great!! That is what we need!,4,thank,,non-strategy,0.0,0.585,0.415,I'm going to tell more people about the charity,go tell peopl chariti,That is great!! That is what we need!,2007
2010,20180825-071459_643_live,0,1,so will you donate to keep the children nourished and kept safe,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.7909999999999999,0.209,Yes. Nutrition is important,yes nutrit import,so will you donate to keep the children nourished and kept safe,2010
2011,20180825-071459_643_live,0,2,well with this charity we all know it is to help to save the children and I agree you should question other donations because together we can help keep the children nourished,0,provide-org-facts,,provide-org-facts,0.0,0.61,0.39,I typically donate to local charities by giving food or cash. I sometimes question charities that I don't really know,typic donat local chariti give food cash sometim question chariti nt realli know,well with this charity we all know it is to help to save the children and I agree you should question other donations because together we can help keep the children nourished,2011
2012,20180825-071459_643_live,0,3,I agree because as you have seen the commercials of the individual holding a little child asking for donations and all he is doing is getting to play with peoples emotions well with our organization we cut the cost of an actor and use that money to help the children,0,provide-org-facts,,provide-org-facts,0.038,0.785,0.177,I just worry money I donate doesn't get to the children.,worri money donat nt get children,I agree because as you have seen the commercials of the individual holding a little child asking for donations and all he is doing is getting to play with peoples emotions well with our organization we cut the cost of an actor and use that money to help the children,2012
2013,20180825-071459_643_live,0,4,well we all know there is warlords everywhere even in the USA but we try our very best for our food items to reach the children,0,provide-org-facts,,provide-org-facts,0.0,0.72,0.28,That's fantastic. And how do you make sure some local warlord doesn't get in the way of the charity?,fantast make sure local warlord nt get way chariti,well we all know there is warlords everywhere even in the USA but we try our very best for our food items to reach the children,2013
2014,20180825-071459_643_live,0,5,Thank you for your donation as i guarantee you donation goes towards to the children,4,thank,,non-strategy,0.0,0.727,0.273,Warlords in the USA get elected to political office unfortunately.,warlord usa get elect polit offic unfortun,Thank you for your donation as i guarantee you donation goes towards to the children,2014
2015,20180825-071459_643_live,0,5,How much would like to donate,4,ask-donation-amount,,non-strategy,0.0,0.667,0.33299999999999996,Warlords in the USA get elected to political office unfortunately.,warlord usa get elect polit offic unfortun,How much would like to donate,2015
2016,20180825-071459_643_live,0,6,Ok thank you,4,thank,,non-strategy,0.0,0.175,0.825,"As long as my donation gets to the children, I will donate to the charity",long donat get children donat chariti,Ok thank you,2016
2017,20180825-071459_643_live,0,7,myself and Save the Children thank you for your time,4,thank,,non-strategy,0.0,0.584,0.41600000000000004,Half of whatever I am going to get paid for this task,half whatev go get paid task,myself and Save the Children thank you for your time,2017
2018,20180825-075647_663_live,0,0,Hello there!,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hello there!,2018
2019,20180825-075647_663_live,0,1,I can and am planning on donating.,10,example-donation,,example-donation,0.0,1.0,0.0,can you donate,donat,I can and am planning on donating.,2019
2020,20180825-075647_663_live,0,1,It seems like a great cause.,6,logical-appeal,,logical-appeal,0.0,0.312,0.688,can you donate,donat,It seems like a great cause.,2020
2024,20180825-075647_663_live,0,4,What motivates you to donate?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,this is really true,realli true,What motivates you to donate?,2024
2025,20180825-075647_663_live,0,5,Yes it is truly up to us to help the millions of children in Syria who have grown up only knowing violence,9,emotion-appeal,,emotion-appeal,0.135,0.5920000000000001,0.273,the children do,children,Yes it is truly up to us to help the millions of children in Syria who have grown up only knowing violence,2025
2026,20180825-075647_663_live,0,6,Yes.,4,acknowledgement,,non-strategy,0.0,0.0,1.0,i know its terrible right,know terribl right,Yes.,2026
2027,20180825-075647_663_live,0,6,How much do you spend on small unnecessary items like coffee or snacks each day?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.848,0.152,i know its terrible right,know terribl right,How much do you spend on small unnecessary items like coffee or snacks each day?,2027
2028,20180825-075647_663_live,0,7,Wow.,4,acknowledgement,,non-strategy,0.0,0.0,1.0,maybe like 15,mayb like,Wow.,2028
2029,20180825-075647_663_live,0,7,Imagine how helpful even a small fraction of that money would be to these kids,7,foot-in-the-door,,foot-in-the-door,0.0,0.823,0.177,maybe like 15,mayb like,Imagine how helpful even a small fraction of that money would be to these kids,2029
2030,20180825-075647_663_live,0,8,So how much do you think you'd like to donate?,4,ask-donation-amount,,non-strategy,0.0,0.7829999999999999,0.217,yep it will be great for those kids to help them with things they need,yep great kid help thing need,So how much do you think you'd like to donate?,2030
2031,20180825-075647_663_live,0,8,The money will come right from your task payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,yep it will be great for those kids to help them with things they need,yep great kid help thing need,The money will come right from your task payment.,2031
2032,20180825-075647_663_live,0,9,Wow that is very generous of you,4,thank,,non-strategy,0.0,0.40299999999999997,0.597,maybe 5 dollars,mayb    dollar,Wow that is very generous of you,2032
2033,20180825-075647_663_live,0,9,So you can confirm you'd like to donate $5?,4,confirm-donation,,non-strategy,0.0,0.762,0.23800000000000002,maybe 5 dollars,mayb    dollar,So you can confirm you'd like to donate $5?,2033
2034,20180825-125810_869_live,0,0,Hey!,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hey!,2034
2035,20180825-125810_869_live,0,0,I Was wondering if you would be interested in donating To a charity called Save the children?,4,propose-donation,,non-strategy,0.0,0.58,0.42,<Start>,start,I Was wondering if you would be interested in donating To a charity called Save the children?,2035
2036,20180825-125810_869_live,0,1,"Save the Children is an international Non- governmental orginaztion that promotes children's rights, provides relied and helps support children in developing country.",0,provide-org-facts,,provide-org-facts,0.0,0.623,0.377,Could you please tell me more about this charity?,could pleas tell chariti,"Save the Children is an international Non- governmental orginaztion that promotes children's rights, provides relied and helps support children in developing country.",2036
2037,20180825-125810_869_live,0,2,"The Money you donate will help provide children help during times of natural  disasters, as well as help to further their education. Save the children also provides options for mental health help.",0,provide-org-facts,,provide-org-facts,0.078,0.519,0.40299999999999997,What exactly does the money do for them?,exact money,"The Money you donate will help provide children help during times of natural  disasters, as well as help to further their education. Save the children also provides options for mental health help.",2037
2038,20180825-125810_869_live,0,3,"We do Offer programs where you You can choose to sponsor a child in the US, or sponsor a child from around the world!",0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Do you donate to a specific child?,donat specif child,"We do Offer programs where you You can choose to sponsor a child in the US, or sponsor a child from around the world!",2038
2039,20180825-125810_869_live,0,4,There is not a minimum amount! you can donate what ever you would like!,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.7959999999999999,0.204,Oh that's great! That was going to be my next question about if this charity helps kids in the US. Is there a minimum amount you need to donate?,oh great go next question chariti help kid us minimum amount need donat,There is not a minimum amount! you can donate what ever you would like!,2039
2041,20180825-125810_869_live,0,5,"Save the children has been round for almost 100 years! save the children was founded on april 15,1919",0,provide-org-facts,,provide-org-facts,0.0,0.713,0.287,When was this charity started?,chariti start,"Save the children has been round for almost 100 years! save the children was founded on april 15,1919",2041
2043,20180825-125810_869_live,0,7,The research team should send you an email after your donation is sent!,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Ok I will be willing to donate $100. Do I get a receipt?,ok will donat    get receipt,The research team should send you an email after your donation is sent!,2043
2044,20180825-125810_869_live,0,8,"Your Donation will be directly Deducted from your task payment. You should be able to choose any amount on your side, and when the task is over you should recive and email from the research team!",3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,So do I provide my email to you? How does this work?,provid email work,"Your Donation will be directly Deducted from your task payment. You should be able to choose any amount on your side, and when the task is over you should recive and email from the research team!",2044
2045,20180825-210735_192_live,0,0,"Hello, would you like to donate to our charity called Save the Children?",4,propose-donation,,non-strategy,0.0,0.541,0.45899999999999996,<Start>,start,"Hello, would you like to donate to our charity called Save the Children?",2045
2047,20180825-210735_192_live,0,1,"They donate to ensuring children's rights to health, education, safety, etc.",0,provide-org-facts,,provide-org-facts,0.0,0.647,0.353,"Yes, I am interested in donating. What specific causes the charity donate to?",yes interest donat specif caus chariti donat,"They donate to ensuring children's rights to health, education, safety, etc.",2047
2048,20180825-210735_192_live,0,2,You could find that out here at this website.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Are there different tiers for donations available?,differ tier donat avail,You could find that out here at this website.,2048
2049,20180825-210735_192_live,0,2,URL do you have an idea of how much you would like to donate?,4,ask-donation-amount,,non-strategy,0.0,0.8390000000000001,0.161,Are there different tiers for donations available?,differ tier donat avail,URL do you have an idea of how much you would like to donate?,2049
2050,20180825-210735_192_live,0,3,You would like to donate a dollar a day?,4,ask-donation-amount,,non-strategy,0.0,0.706,0.294,Can I donate $30 a month?,donat    month,You would like to donate a dollar a day?,2050
2052,20180825-210735_192_live,0,5,The children are going to really appreciate this!,4,thank,,non-strategy,0.0,0.6809999999999999,0.319,I would like to donate $10 right now.,would like donat    right,The children are going to really appreciate this!,2052
